Record Date,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount
6/30/22,Interest on Treasury Debt Securities (Gross),97855383653,5.20955E+11,4.19173E+11
6/30/22,Other,76827265807,4.23239E+11,9.71998E+11
6/30/22,Department of Veterans Affairs,21536796951,1.94646E+11,1.73632E+11
6/30/22,Corps of Engineers,403193794.6,6044231456,6475053785
6/30/22,Other Defense Civil Programs,4901191538,40071698458,46037813263
6/30/22,Environmental Protection Agency,873330196.2,6877389428,6322873605
6/30/22,Executive Office of the President,35065930.65,333860885.6,316834332
6/30/22,General Services Administration,118455336.9,-686671117.4,-647071299.5
6/30/22,International Assistance Programs,3865560182,23476922323,16803973088
6/30/22,National Aeronautics and Space Administration,2074236213,16831709823,16717659552
6/30/22,National Science Foundation,707281492.4,5480985386,4992286691
6/30/22,Office of Personnel Management,9452985814,84852416170,80223317642
6/30/22,Small Business Administration,-1144648719,22176637630,3.24843E+11
6/30/22,Social Security Administration,1.13161E+11,9.52222E+11,8.92938E+11
6/30/22,Independent Agencies,-3827333329,20420673763,8447999428
6/30/22,Allowances,null,null,null
6/30/22,Undistributed Offsetting Receipts:,null,null,null
6/30/22,Interest,-53570545907,-1.51498E+11,-1.25185E+11
6/30/22,Other,-9189734038,-1.84721E+11,-94752718897
6/30/22,Total Outlays,5.49603E+11,4.35046E+12,5.29403E+12
6/30/22,(On-Budget),4.75913E+11,3.55994E+12,4.55804E+12
6/30/22,(Off-Budget),73690125171,7.90518E+11,7.35985E+11
6/30/22,Surplus (+) or Deficit (-),-88841512926,-5.15067E+11,-2.23795E+12
6/30/22,(On-Budget),-1.21464E+11,-5.30802E+11,-2.21453E+12
6/30/22,(Off-Budget),32622940531,15734638434,-23418334695
5/31/22,Budget Receipts,null,null,null
5/31/22,Individual Income Taxes,2.16882E+11,1.93466E+12,1.32582E+12
5/31/22,Corporation Income Taxes,7707517847,2.23498E+11,1.90955E+11
5/31/22,Social Insurance and Retirement Receipts:,null,null,null
5/31/22,Employment and General Retirement (Off-Budget),85282000000,6.99939E+11,6.54501E+11
5/31/22,Employment and General Retirement (On-Budget),25271634010,2.22247E+11,2.03752E+11
5/31/22,Unemployment Insurance,20417112836,52583485070,38857974365
5/31/22,Other Retirement,557410187,4179033335,3743781497
5/31/22,Excise Taxes,8046011081,53384142373,43285061628
5/31/22,Estate and Gift Taxes,3172978643,21632501514,19091335381
5/31/22,Customs Duties,8095390673,65817037487,50198500373
5/31/22,Miscellaneous Receipts,13561430335,96692307646,76672276831
5/31/22,Total Receipts,3.88993E+11,3.37463E+12,2.60688E+12
5/31/22,(On-Budget),3.03711E+11,2.67469E+12,1.95238E+12
5/31/22,(Off-Budget),85282000000,6.99939E+11,6.54501E+11
5/31/22,Budget Outlays,null,null,null
5/31/22,Legislative Branch,556466403.8,3842444421,3465710751
5/31/22,Judicial Branch,680538912.5,5676595664,5550560545
5/31/22,Department of Agriculture,18532887578,1.67952E+11,1.56475E+11
5/31/22,Department of Commerce,1202959510,8357238693,9589106591
5/31/22,Department of Defense--Military Programs,54303436826,4.70865E+11,4.80043E+11
5/31/22,Department of Education,11702374712,97783717143,71386073688
5/31/22,Department of Energy,951977867,18728683386,22836480229
5/31/22,Department of Health and Human Services,90600991284,1.05475E+12,9.57695E+11
5/31/22,Department of Homeland Security,7242873888,54331938401,60996321166
5/31/22,Department of Housing and Urban Development,5174685713,36192945943,28171634693
5/31/22,Department of the Interior,1181478869,8276868441,9436002288
5/31/22,Department of Justice,3843792871,26082766087,25433610796
5/31/22,Department of Labor,8244348534,40154189390,2.88355E+11
5/31/22,Department of State,2746720528,20506950696,20782828248
5/31/22,Department of Transportation,8648476941,70707416272,64345937815
5/31/22,Department of the Treasury:,null,null,null
5/31/22,Interest on Treasury Debt Securities (Gross),72759529651,4.231E+11,3.19883E+11
5/31/22,Other,54759474232,3.46411E+11,8.91582E+11
5/31/22,Department of Veterans Affairs,10863789062,1.73109E+11,1.55712E+11
5/31/22,Corps of Engineers,682987059,5641037661,5643487723
5/31/22,Other Defense Civil Programs,-2512722406,35170506920,41937751458
5/31/22,Environmental Protection Agency,560356905.8,6004059232,5485833398
5/31/22,Executive Office of the President,37265892.08,298794955,287937958.9
5/31/22,General Services Administration,-208823110.2,-805126454.3,-686489643.3
5/31/22,International Assistance Programs,5493955142,19611409669,14582050406
5/31/22,National Aeronautics and Space Administration,1740217111,14757473609,14792420017
5/31/22,National Science Foundation,564251892.4,4773703893,4416945637
5/31/22,Office of Personnel Management,9101483605,75399430356,71450618802
5/31/22,Small Business Administration,2531841151,23321286348,2.93748E+11
5/31/22,Social Security Administration,1.03589E+11,8.39061E+11,7.88492E+11
5/31/22,Independent Agencies,4352313284,24248007092,12262889463
5/31/22,Allowances,null,null,null
5/31/22,Undistributed Offsetting Receipts:,null,null,null
5/31/22,Interest,-14272963047,-97927914901,-67324742332
5/31/22,Other,-10439892061,-1.75532E+11,-86160559579
5/31/22,Total Outlays,4.55216E+11,3.80085E+12,4.67067E+12
5/31/22,(On-Budget),3.53899E+11,3.08403E+12,3.99669E+12
5/31/22,(Off-Budget),1.01316E+11,7.16828E+11,6.73973E+11
5/31/22,Surplus (+) or Deficit (-),-66222561210,-4.26226E+11,-2.06379E+12
5/31/22,(On-Budget),-50188070853,-4.09337E+11,-2.04432E+12
5/31/22,(Off-Budget),-16034490356,-16888302097,-19472941670
4/30/22,Budget Receipts,null,null,null
4/30/22,Individual Income Taxes,5.9329E+11,1.71778E+12,1.01936E+12
4/30/22,Corporation Income Taxes,88530643163,2.1579E+11,1.77148E+11
4/30/22,Social Insurance and Retirement Receipts:,null,null,null
4/30/22,Employment and General Retirement (Off-Budget),1.09822E+11,6.14657E+11,5.74711E+11
4/30/22,Employment and General Retirement (On-Budget),34115460625,1.96975E+11,1.80822E+11
4/30/22,Unemployment Insurance,5108927496,32166372234,26388652619
4/30/22,Other Retirement,594640454.9,3621623148,3304390587
4/30/22,Excise Taxes,6626026108,45338131292,36388171061
4/30/22,Estate and Gift Taxes,4184483663,18459522872,16055051659
4/30/22,Customs Duties,9162389968,57721646813,43765989811
4/30/22,Miscellaneous Receipts,12214204980,83130877318,65189382445
4/30/22,Total Receipts,8.63649E+11,2.98564E+12,2.14313E+12
4/30/22,(On-Budget),7.53827E+11,2.37098E+12,1.56842E+12
4/30/22,(Off-Budget),1.09822E+11,6.14657E+11,5.74711E+11
4/30/22,Budget Outlays,null,null,null
4/30/22,Legislative Branch,431726663.9,3285978017,3064063545
4/30/22,Judicial Branch,772402564.2,4996056752,4960040168
4/30/22,Department of Agriculture,18028243554,1.49419E+11,1.39579E+11
4/30/22,Department of Commerce,820723170.2,7154279183,8841520715
4/30/22,Department of Defense--Military Programs,58163579394,4.16561E+11,4.30605E+11
4/30/22,Department of Education,15588161998,86081342431,62391481747
4/30/22,Department of Energy,1959521970,17776705519,20569303238
4/30/22,Department of Health and Human Services,1.70273E+11,9.64153E+11,8.75568E+11
4/30/22,Department of Homeland Security,6489178718,47089064513,54712236588
4/30/22,Department of Housing and Urban Development,4962520336,31018260230,24318868415
4/30/22,Department of the Interior,453889022.6,7095389572,8304579872
4/30/22,Department of Justice,3294242317,22238973216,21956472280
4/30/22,Department of Labor,3345410507,31909840856,2.51921E+11
4/30/22,Department of State,2103783961,17760230168,18512972682
4/30/22,Department of Transportation,7918856335,62058939331,57006305816
4/30/22,Department of the Treasury:,null,null,null
4/30/22,Interest on Treasury Debt Securities (Gross),60051521582,3.5034E+11,2.7417E+11
4/30/22,Other,47931569074,2.91652E+11,7.21599E+11
4/30/22,Department of Veterans Affairs,36210201971,1.62245E+11,1.46319E+11
4/30/22,Corps of Engineers,519770320,4958050602,4989367881
4/30/22,Other Defense Civil Programs,7671022834,37683229332,42467254783
4/30/22,Environmental Protection Agency,717106958.6,5443702326,4816801425
4/30/22,Executive Office of the President,49102440.43,261529062.9,254585379.9
4/30/22,General Services Administration,-251059612.1,-596303344.1,-519834551
4/30/22,International Assistance Programs,2042424553,14117454527,13699851266
4/30/22,National Aeronautics and Space Administration,1769556310,13017256499,13170327102
4/30/22,National Science Foundation,609155191.5,4209452001,3874048872
4/30/22,Office of Personnel Management,9701409706,66297946750,62325005447
4/30/22,Small Business Administration,2542281830,20789445198,2.40587E+11
4/30/22,Social Security Administration,1.1254E+11,7.35472E+11,6.9345E+11
4/30/22,Independent Agencies,4254082766,19895693808,10868342592
4/30/22,Allowances,null,null,null
4/30/22,Undistributed Offsetting Receipts:,null,null,null
4/30/22,Interest,-11979823008,-83654951854,-60937980982
4/30/22,Other,-13549336696,-1.65092E+11,-78472573389
4/30/22,Total Outlays,5.55434E+11,3.34564E+12,4.07497E+12
4/30/22,(On-Budget),4.65351E+11,2.73013E+12,3.49358E+12
4/30/22,(Off-Budget),90082523277,6.15511E+11,5.81388E+11
4/30/22,Surplus (+) or Deficit (-),3.08215E+11,-3.60003E+11,-1.93184E+12
4/30/22,(On-Budget),2.88476E+11,-3.59149E+11,-1.92516E+12
4/30/22,(Off-Budget),19739476723,-853811740.8,-6677428652
3/31/22,Budget Receipts,null,null,null
3/31/22,Individual Income Taxes,1.50573E+11,1.12449E+12,8.24713E+11
3/31/22,Corporation Income Taxes,10187564701,1.27259E+11,1.04379E+11
3/31/22,Social Insurance and Retirement Receipts:,null,null,null
3/31/22,Employment and General Retirement (Off-Budget),89614938060,5.04835E+11,4.7243E+11
3/31/22,Employment and General Retirement (On-Budget),25740562163,1.6286E+11,1.49705E+11
3/31/22,Unemployment Insurance,4286223262,27057444738,16359021567
3/31/22,Other Retirement,471106517.9,3026982693,2757946422
3/31/22,Excise Taxes,7426068707,38712105184,30499166513
3/31/22,Estate and Gift Taxes,3614533395,14275039209,11478584679
3/31/22,Customs Duties,8151250444,48559256845,36637875924
3/31/22,Miscellaneous Receipts,15107301936,70916672338,54989196844
3/31/22,Total Receipts,3.15172E+11,2.12199E+12,1.70395E+12
3/31/22,(On-Budget),2.25557E+11,1.61715E+12,1.23152E+12
3/31/22,(Off-Budget),89614938060,5.04835E+11,4.7243E+11
3/31/22,Budget Outlays,null,null,null
3/31/22,Legislative Branch,441257032.4,2854251353,2670346802
3/31/22,Judicial Branch,669150158.7,4223654188,4140863431
3/31/22,Department of Agriculture,18600388025,1.31391E+11,1.17346E+11
3/31/22,Department of Commerce,897379307.5,6333556013,8096944859
3/31/22,Department of Defense--Military Programs,61668125343,3.58398E+11,3.63426E+11
3/31/22,Department of Education,3152145555,70493180433,52094601774
3/31/22,Department of Energy,2466922074,15817183549,17222311840
3/31/22,Department of Health and Human Services,1.3928E+11,7.9388E+11,7.1785E+11
3/31/22,Department of Homeland Security,6836077581,40599892570,46466435867
3/31/22,Department of Housing and Urban Development,4384238108,26055739894,22268257974
3/31/22,Department of the Interior,824845427.2,6641500550,7350061035
3/31/22,Department of Justice,3527607628,18944730899,18395733116
3/31/22,Department of Labor,4447303831,28564430349,2.12864E+11
3/31/22,Department of State,2670723713,15656446207,16068590839
3/31/22,Department of Transportation,11990432714,54140082996,47574448811
3/31/22,Department of the Treasury:,null,null,null
3/31/22,Interest on Treasury Debt Securities (Gross),52772616799,2.90289E+11,2.28632E+11
3/31/22,Other,55289089428,2.4372E+11,6.31478E+11
3/31/22,Department of Veterans Affairs,22205141733,1.26035E+11,1.15064E+11
3/31/22,Corps of Engineers,742305139,4438280282,4357359457
3/31/22,Other Defense Civil Programs,4382929353,30012206498,34223535968
3/31/22,Environmental Protection Agency,863437389.8,4726595367,4014080418
3/31/22,Executive Office of the President,31369085.2,212426622.5,209146437.7
3/31/22,General Services Administration,219973655.5,-345243732.1,-457408431.4
3/31/22,International Assistance Programs,2617574613,12075029973,12373113677
3/31/22,National Aeronautics and Space Administration,1968397576,11247700189,11352706246
3/31/22,National Science Foundation,695644741.8,3649013856,3309759847
3/31/22,Office of Personnel Management,9820467040,56596537045,53250935475
3/31/22,Small Business Administration,2155555095,18247163368,1.83668E+11
3/31/22,Social Security Administration,1.07399E+11,6.22933E+11,5.89379E+11
3/31/22,Independent Agencies,1138772386,15641611042,8429712573
3/31/22,Allowances,null,null,null
3/31/22,Undistributed Offsetting Receipts:,null,null,null
3/31/22,Interest,-7805317775,-71675128846,-53121744933
3/31/22,Other,-8498774222,-1.51542E+11,-69792383619
3/31/22,Total Outlays,5.07855E+11,2.79025E+12,3.4102E+12
3/31/22,(On-Budget),4.07657E+11,2.26483E+12,2.91567E+12
3/31/22,(Off-Budget),1.00198E+11,5.25428E+11,4.94532E+11
3/31/22,Surplus (+) or Deficit (-),-1.92682E+11,-6.68267E+11,-1.70626E+12
3/31/22,(On-Budget),-1.821E+11,-6.47674E+11,-1.68415E+12
3/31/22,(Off-Budget),-10582572999,-20593288464,-22102277793
2/28/22,Judicial Branch,662852726,3554504029,3437423025
2/28/22,Budget Receipts,null,null,null
2/28/22,Individual Income Taxes,1.49341E+11,9.73913E+11,7.04399E+11
2/28/22,Corporation Income Taxes,4823697103,1.17072E+11,89123335372
2/28/22,Social Insurance and Retirement Receipts:,null,null,null
2/28/22,Employment and General Retirement (Off-Budget),81072000000,4.1522E+11,3.90182E+11
2/28/22,Employment and General Retirement (On-Budget),23551138559,1.37119E+11,1.268E+11
2/28/22,Unemployment Insurance,3104574063,22771221475,15220093507
2/28/22,Other Retirement,471193446.8,2555876175,2327199622
2/28/22,Excise Taxes,5485606692,31286036476,24064754046
2/28/22,Estate and Gift Taxes,1709686515,10660505814,9030708430
2/28/22,Customs Duties,8048536267,40408006401,30362449679
2/28/22,Miscellaneous Receipts,12277858147,55832186229,44824172940
2/28/22,Total Receipts,2.89886E+11,1.80684E+12,1.43633E+12
2/28/22,(On-Budget),2.08814E+11,1.39162E+12,1.04615E+12
2/28/22,(Off-Budget),81072000000,4.1522E+11,3.90182E+11
2/28/22,Budget Outlays,null,null,null
2/28/22,Legislative Branch,461895782.4,2412994321,2228356651
2/28/22,Department of Agriculture,17846526767,1.1279E+11,1.01013E+11
2/28/22,Department of Commerce,858073952.2,5436176706,7101611267
2/28/22,Department of Defense--Military Programs,55286698448,2.9673E+11,2.96785E+11
2/28/22,Department of Education,13807108259,67341034878,40147606006
2/28/22,Department of Energy,2514223667,13350261475,13998897825
2/28/22,Department of Health and Human Services,1.27628E+11,6.54601E+11,5.91592E+11
2/28/22,Department of Homeland Security,5912223615,33763814989,39416594895
2/28/22,Department of Housing and Urban Development,4432090086,21671501787,19367876923
2/28/22,Department of the Interior,959684995.3,5816655123,5974399829
2/28/22,Department of Justice,3038404379,15417123271,15760227061
2/28/22,Department of Labor,5666118161,24117126518,1.60936E+11
2/28/22,Department of State,2267900091,12985722494,12049249663
2/28/22,Department of Transportation,6833328198,42172466109,40631740531
2/28/22,Department of the Treasury:,null,null,null
2/28/22,Interest on Treasury Debt Securities (Gross),41377098073,2.37516E+11,1.91993E+11
2/28/22,Other,80872969791,1.88431E+11,2.58547E+11
2/28/22,Department of Veterans Affairs,20862568904,1.0383E+11,94971435958
2/28/22,Corps of Engineers,663933265.4,3695975143,3752625457
2/28/22,Other Defense Civil Programs,4491284539,25629277145,29037494214
2/28/22,Environmental Protection Agency,667661414.7,3863157978,3382215889
2/28/22,Executive Office of the President,33409720.47,181057537.3,178729977.9
2/28/22,General Services Administration,-176797735.3,-565217387.6,-541584240.5
2/28/22,International Assistance Programs,2094831850,9457455361,9880458581
2/28/22,National Aeronautics and Space Administration,1544047653,9279302613,9174873724
2/28/22,National Science Foundation,533596836.5,2953369114,2738454352
